37.6318359,127.0759159
37.6318363,127.0759161
37.6318409,127.0759179
37.6318465,127.07592
37.6318537,127.0759229
37.6318622,127.0759262
37.6318697,127.0759291
37.6318777,127.0759322
37.6318862,127.0759355
37.6318955,127.0759391
37.6319048,127.0759426
37.6319127,127.0759458
37.6319207,127.0759489
37.6319284,127.0759515
37.6319367,127.0759547
37.6319457,127.0759578
37.6319562,127.0759616
37.631966,127.0759648
37.6319746,127.0759676
37.6319843,127.0759707
37.6319934,127.0759735
37.6320038,127.0759767
37.6320135,127.0759795
37.632023,127.0759826
37.6320312,127.0759859
37.6320383,127.0759884
37.6320452,127.0759914
37.6320516,127.0759938
37.6320578,127.0759957
37.6320643,127.0759979
37.632074,127.0760006
37.6320853,127.0760044
37.6320963,127.0760077
37.6321056,127.0760109
37.6321126,127.0760131
37.6321189,127.0760152
37.6321237,127.0760174
37.6321304,127.0760199
37.6321372,127.0760225
37.6321432,127.0760249
37.6321506,127.0760281
37.632159,127.0760313
