37.2409392,126.7742858
37.2409392,126.7742858
37.2409392,126.7742858
37.2409393,126.7742859
37.2409393,126.774286
37.2409427,126.7742882
37.2409463,126.7742862
37.2409542,126.7742885
37.2409675,126.7742947
37.2409857,126.7743045
37.2410115,126.7743176
37.24104,126.7743304
37.2410664,126.7743402
37.2410857,126.7743529
37.2411043,126.7743658
37.2411316,126.7743784
37.2411629,126.7743882
37.2411888,126.7743967
37.2412118,126.7744057
37.2412321,126.7744149
37.2412445,126.7744205
37.2412438,126.7744208
37.241243,126.7744208
37.2412422,126.774421
37.2412419,126.7744211
37.2412419,126.7744212
37.2412419,126.7744212
37.2412417,126.7744209
37.2412417,126.7744208
37.2412419,126.7744207
37.2412418,126.7744206
