37.239148,126.773106
37.239163,126.773115
37.2391769,126.773125
37.239191,126.773134
37.239206,126.773143
37.23922,126.773154
37.239236,126.773164
37.239251,126.773174
37.239265,126.773184
37.2392806,126.773193
37.239294,126.773202
37.239308,126.773211
37.239322,126.77322
37.239335,126.773229
37.239349,126.773238
37.2393582,126.773244
37.2393688,126.7732512
37.23938266,126.7732614
37.23939965,126.7732713
37.23941216,126.7732793
37.23942468,126.7732874
37.23943586,126.773295
37.23944927,126.7733044
37.23946357,126.7733137
37.23947654,126.7733209
37.23948905,126.7733298
37.2395,126.773337
37.23951252,126.773345
37.23952548,126.7733535
37.23954024,126.7733643
37.23955499,126.773375
37.23957153,126.7733844
37.23958494,126.7733929
37.23960014,126.7734031
37.23961355,126.7734112
37.23962651,126.7734206
37.23963769,126.7734282
37.23965289,126.7734362
37.23966853,126.7734483
37.23968194,126.7734577
37.23969625,126.7734662
37.239711,126.7734751
37.23972396,126.7734863
37.23973916,126.7734943
37.23975168,126.7735037
37.23976598,126.7735122
37.23977761,126.7735207
37.23978923,126.7735279
37.23979951,126.7735346
37.23981069,126.7735422
37.23982186,126.7735489
37.23983348,126.773556
37.23984466,126.7735641
37.23985494,126.7735708
37.23986567,126.7735779
37.23987685,126.7735846
37.23988757,126.7735918
37.23989786,126.7735989
37.23990993,126.7736056
37.23992021,126.7736128
37.23993183,126.7736208
37.23994211,126.7736276
37.23995284,126.7736352
37.2399667,126.7736428
37.23997877,126.7736508
37.23999173,126.7736593
37.24000335,126.7736673
37.24001542,126.7736758
37.24002571,126.7736839
37.24003643,126.7736897
37.2400485,126.7736968
37.24006326,126.7737067
37.24007532,126.7737161
37.24008695,126.7737232
37.2401017,126.7737326
37.24011466,126.7737411
37.24012852,126.77375
37.24014104,126.773759
37.2401549,126.7737675
37.24016786,126.7737769
37.24018306,126.7737862
37.24019692,126.7737947
37.24021122,126.7738037
37.24022508,126.7738131
37.24023759,126.7738207
37.24025235,126.7738309
37.24026755,126.7738412
37.24028006,126.7738506
37.24029615,126.77386
37.24031135,126.7738694
37.24032566,126.7738792
37.24033818,126.7738873
37.24035382,126.7738976
37.24036768,126.7739078
37.2403802,126.7739159
37.24039316,126.7739239
37.24040657,126.7739315
37.24041998,126.7739414
37.2404325,126.7739539
37.2404477,126.773966
37.24046155,126.7739776
37.24047362,126.7739901
37.24048435,126.7740057
37.2404924,126.7740218
37.24049597,126.7740419
37.24049329,126.7740616
37.24048793,126.7740835
37.24048033,126.7741032
37.24047452,126.7741202
37.24046737,126.7741389
37.24046021,126.7741573
37.24045172,126.7741761
37.24044591,126.7741921
37.2404392,126.7742078
37.24043339,126.7742216
37.24042713,126.7742382
37.24041909,126.7742543
37.24041328,126.7742695
37.24040746,126.7742847
37.24040121,126.7742981
37.24039495,126.7743142
37.24038735,126.7743312
37.24037707,126.7743495
37.24036813,126.7743638
37.24035784,126.7743772
37.24034667,126.7743893
37.24033281,126.7743996
37.24031538,126.7744067
37.24029705,126.7744116
37.24027649,126.7744116
37.24025995,126.7744085
37.24024251,126.7744031
37.24022687,126.7743951
